Group,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus
172.03867,126952.5313,154453.6009,165898.875,1800493.328,172329.4688,133278.4006,154254.9219,164715.9375,1900856.75,13000013.54,1750037.438,136498.8125,176488.9531,1449200.781,2006242.328,199757.8901,1800555.672,165124.2969,167236.5469,1790061.006,17002005.01,1330011.156,199955.1009,194438.6401,183619.9844,244962.2813,262399.1563,211939.5313,244748.8901,2400348.344
172.03898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766992.25,0,0,0,0,0,0,0,0
172.03861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.03848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.16364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12928.16992,0,170082.3574,0,13229.11133,136001.5371
347.12734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228.16962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.03698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12811.42871,0,0,0,0,0,0
118.06845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.04823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144.04356,144832.375,171275.0078,175363.8125,21600200.27,20000687.52,1796400.328,1479008.484,183843.4375,194684.1401,174754.6875,249649.5625,137767.3281,2009176.234,181237,2004792.844,2007293.813,2005969.859,247223.2344,176973.25,1964004,2100173.101,198247.7003,381932.1563,2920053.401,292173.7188,411334.3438,3575001.003,344679.25,448386.0063,3641900.313
144.0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.07724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269.11502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100995.1009,0,0,0,0,0,11473.8623,100747.9648
227.97969,0,0,0,0,0,0,0,0,0,0,4269.600006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.10623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190037.6738,0,0,0
417.12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148700.498,0,0,0,0,0,0,0,0,0,0,0,0,0
187.14311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.12858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.26181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275.13899,16862.16002,0,0,17729.33,0,27971.00008,15866.87201,0,0,154001.2637,17962.7793,0,17679.42383,0,0,23682.91992,0,25286.71875,18184.83594,0,0,28951.91401,25117.873,0,100981.46,0,18511.00293,0,18216.92383,0
250.08609,0,0,21513.39648,0,0,200265.2852,0,0,0,0,0,0,0,0,250075.005,28313.54688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.21745,63319.22266,66429.007,77271.42969,77355.17188,860038.5234,74539.71009,600282.8789,500247.5586,46422.38672,600969.3005,64247.72266,500666.6875,52786.0082,45488.2539,42839.00859,0,0,0,0,0,0,0,58429.20031,58464.29297,44792.33984,52551.94922,69316.50078,47218.66401,61419.40023,65463.96009
429.21748,16382.67188,18959.8457,0,19875.83594,0,0,0,0,0,0,160088.6182,0,12563.31005,0,11852.49601,1005235.14,837100.6484,126246.2969,86257.76563,89185.82813,96355.22656,69524.75,0,0,0,0,0,0,0,0
429.21864,0,0,0,0,22414.51367,0,0,11995.00186,0,14454.29492,0,0,0,0,0,0,154900.2451,23347.8418,194009.8145,18631.78516,0,0,157600.1885,0,0,0,0,0,17186.5332,122002.4512
445.25999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.04154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88003.18164,1005005.686,0,7924.895996,0,0,0,16435.15234,15725.28418,16913.14258,18576.72852,14917.00615,14756.2334,16445.33984
234.01338,233493.3281,312281.8438,246488.9844,2833800.656,295995.3438,31000028.69,294771.0031,369772.0031,3600151,436437.5313,3300574.009,418449.5625,384927.875,3287400.156,381124.2188,169441.9219,197515.4219,1980097.601,1590019.328,151215.3281,128962.9766,151427.2344,151939.5781,164419.4375,162593.7344,192487.7344,238495.4688,147323.1875,162432.7003,185823.4375
234.01368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306.04359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03108,500742.9648,700247.2101,61468.59375,630082.7773,69428.60094,55366.30086,58477.89006,73822.67188,75271.61719,56688.39006,65283.0082,69592.25781,710026.1953,76931.34375,73344.84375,43725.53901,0,0,0,439006.375,0,0,300844.2793,44116.00008,465002.746,43567.64844,41793.35156,45888.63672,450022.9766,519700.0082
212.03107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03132,0,0,0,0,0,0,0,11349.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753.42285,0,0,0
212.03149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400242.3867,365100.5004,41926.1289,0,44978.10016,300594.291,0,0,0,0,0,0,0,0
212.03136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.06329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337.06569,0,0,0,0,0,0,0,0,100976.5576,0,154400.8662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.04398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451.941401,0,14752.43652,1700600.816,180035.7578,200317.584,0,16688.82813,21946.0001,17789.41401
175.03785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.1041,181007.5254,24259.57813,0,200484.9601,0,200669.2441,0,160054.0039,28834.25586,0,0,0,0,0,0,0,0,0,0,0,0,218004.2852,0,0,0,0,0,0,0,0
288.03035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.1021,0,0,22418.00352,24195.72852,0,0,22844.28516,230015.4297,26827.29688,18298.00781,0,15824.33496,24482.73242,170083.7617,2900008,33291.44922,29418.55008,383003.6758,31992.8496,322003.1348,0,18933.45898,26646.65625,31771.7009,0,44931.90023,45115.36719,0,0,420069.8242
335.10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8131.340082,0,0,0,0,0
264.10469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.0906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283.16873,780033.2578,132894.4531,120000002.3,1600299.672,148755.0047,54519.14844,127866.1002,100800501,138426.5313,427400.0094,10000835.18,75279.57003,121356.5625,94531.74219,1270089.984,1005189.133,1221800.914,84682.00156,119837.9601,126359.9844,113111.7188,53881.97266,545700.8242,97664.54688,1003929.648,155587.1401,142693.9375,149339.0047,86857.125,16007002
389.09458,300452.2344,38592.10055,38172.79297,28955.4414,37831.83984,3270000.002,29515.76172,31738.43945,265400.3848,33728.53516,388100.007,33584.53901,29933.28901,26976.008,236006.3,78552.36719,71893.17969,943500.414,65224.42578,65826.64844,724001.2578,0,3600007.895,542900.4375,38315.00469,38738.42969,500535.8281,38374.78516,61431.90023,400721.0082
389.09559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58211.61328,0,0,0,0,0,0,0,0
389.0959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.09536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.09273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.09527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276.16019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.16856,26543.37695,53628.60094,48957.38281,57529.875,57233.00008,36735.25,51818.6289,41225.32813,55821.73828,0,59211.76953,375300.48,490095.918,34898.69922,463800.4883,98867.14006,85241.6875,0,0,0,0,0,49494.4414,68985.65625,51981.51172,76528.42188,94674.9375,72194.24219,627003.8789,82371.97656
449.17731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144.04847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100158.3877,0,0
317.09158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.10633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339.07334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287.94329,0,0,0,23157.51758,0,21679.11133,0,24449.1875,213100.7383,0,0,0,23313.92578,26188.16401,23392.1289,19555.84375,200769.834,0,0,0,0,400795.4531,27855.86523,32141.73828,317001.9199,22721.19727,35425.79297,22512.22656,34858.48438,21741.10016
287.9428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287.94358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.06715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.04168,0,0,0,0,0,4869.41455,0,0,0,0,0,0,0,0,0,143912.4688,149823.0063,1200411.953,144596.4531,159818.4375,1426700.344,1300823.383,167755.625,1600494.922,2200666.531,1611003.984,162959.7969,195463.7344,1500365.2,169618.9844
393.00279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.09581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13749.24219,0,0,0,0,0,0,0,0,0,0,0
298.09753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.09608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233.15183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.06546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.92718,0,0,0,0,0,0,0,0,0,16481.90043,0,200325.0053,0,0,15212.94629,0,0,250068.0096,15412.2006,0,15593.94824,334003.3633,37149.00352,4009900.007,0,29148.5625,341005.4727,26527.32813,42528.60094,28237.64648
259.92725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22511.20012,0,0,0,0,0,0,0,0
476.97728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.07772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.274414,0,0,0,0,0,0
265.25216,0,12189.94238,0,14414.26367,13269.47656,184700.7383,167100.3457,0,15856.0042,0,0,12849.008,0,0,13761.97007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.97709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.07584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16772.77539,164700.66,130018.7813,14131.21973,17885.77734,15825.69004,11343.83984,13416.54883,13587.94629,17912.32422,17294.33398,0,18436.35547,0,18281.00601
257.18689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.09206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.08205,0,7873.001514,0,11926.71191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.23587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.07333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.07466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.06143,17682.47852,272006.2637,321009.23,27365.91002,28374.41401,36281.582,26978.97266,250084.8652,31531.98005,22299.71484,28654.24002,200726.0016,3003004.959,31994.53125,35766.26953,54442.73438,51438.53516,69673.57003,52839.332,57918.17578,61321.86328,492200.125,78612.57003,69235.125,566700.9258,700226.539,8003005.2,65611.00234,86891.24219,61914.39453
268.10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13643.55762,0,0,0,0,0,0,0,0,0,0,0,0,0
428.03705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17262.57227,0,0,0
348.0695,0,0,0,0,0,0,0,0,18246.8789,0,0,0,17446.92969,0,0,240038.5008,22416.51172,33894.65625,0,24171.7832,22895.76367,220025.8457,36854.51563,29473.59375,24851.14648,44117.73828,46387.66797,310019.752,43837.00156,41935.3164
348.07078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21833.8418,0,0,0,0,0,0,0,0,0,0,0
203.13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681.57756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526.93007
387.32189,0,0,24276.5371,0,0,0,22149.18359,0,0,0,0,0,0,0,0,0,0,0,0,220057.1719,0,0,0,0,0,0,0,0,0,0
459.28044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303.21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272.17229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575.27962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.05313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26684.00645,0,0,0,0,0,0,0,0,0,0,0,0,0
373.04909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.06194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.14382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.05955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.13316,255981.8438,229643.2344,2235003.234,2427400.781,3007894.003,341584.5938,264422.0063,222415.2188,1760085.75,254644.875,247137.9375,237248.7969,2153007.797,186879.75,143147.2188,3422300.281,317958.9688,3658900.5,254182.8125,2820077.313,3004224.006,2956100.003,139397.7813,0,0,0,0,0,1656200.688,0
223.11058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237.07851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307.2053,35257.26953,41262.91401,398007.2578,400661.1836,38833.55008,45331.60016,400213.0035,44883.57422,550092.0031,6000029.16,540044.3945,45257.8789,500617.9601,42877.8125,47815.71009,52232.89453,47399.6875,671700.5469,56393.1875,478006.0094,48489.625,0,75669.21875,74226.80047,73715.86719,800429.6172,748700.0039,69181.00313,86315.80047,78333.83594
353.2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13361.3584,0,0,0,13442.70031,0,14447.999,0
353.21181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13755.3789,0,0,0,0,0,0,0,0,0,0,0,0
209.09428,0,0,0,9191.45002,0,0,0,0,0,0,0,0,0,0,100841.1377,0,0,0,0,9698.800008,0,0,16965.95313,0,0,17128.84375,180079.5332,12675.00898,0,0
547.2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.28462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.10515,2300300.424,24112.24601,24965.50059,26621.26563,22525.17188,33471.41797,23634.57003,22434.29883,31763.39258,225400.65,27274.3789,19323.19922,26968.62695,170022.8887,26338.14453,300169.5547,26439.82617,42787.14453,21322.88672,24945.19336,25373.97852,35625.00156,39357.49601,24183.00664,21979.80047,33244.2539,45519.80047,0,31365.2832,35111.00742
375.07927,13145.48926,0,15847.17578,16719.76367,17652.11914,17261.32227,0,0,0,16884.00723,200425.3438,143300.8379,0,1100007.491,100983.1523,42428.48005,39672.00501,0,0,300835.996,0,0,21358.48828,23367.66401,200467.6445,17383.6289,284800.0001,16917.4,2450000.501,19196.5918
375.07908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49518.7539,34745.57813,0,373009.4375,320078.6563,0,0,0,0,0,0,0,0
375.07859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.06678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360.10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167.10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.0936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.13858,0,0,0,0,0,8659.750098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13977.22852,0,0,0,0,13358.21009,14333.38281,15687.93457
191.03309,17448.18359,262400.7227,24267.48633,29389.88672,26666.50098,23795.00488,2500002.445,0,0,247400.1816,33638.87101,18836.94727,34146.35938,22567.55469,31273.67188,0,0,33228.10016,26328.3789,28893.87695,27422.832,0,37514.42188,41848.00234,0,53674.55859,5600006.601,45335.77734,0,41681.42188
268.10384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25881.51953,21589.77148,211009.3003,2005004.137,19284.5293,250036.9006,0,21696.00195,21648.76367,0,280059.8789,31629.77148,21514.42969,28762.00664,23447.99002
395.04108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.18507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.23121,0,0,0,0,0,0,0,0,12694.50039,0,0,0,0,0,0,0,15271.15004,0,0,0,0,0,14639.00601,168700.0047,0,17681.5,1700300.174,0,15363.46875,2110000.719
216.17026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.07221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.37778,90071.415,0,0,0,150083.1768,0,0,0,0,0,0,0,0,0,0,190051.8,135008.7744,19341.65234,110025.9482,13482.39648,0,0,0,0,0,0,0,0,0,0
154.08495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.08496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148400.5352,0,0,0,0,0,0,0,0,0,0,0,0
271.16746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.04112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357.14703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.09241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565.51889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.01901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337.21568,29941.75781,45488.85547,43519.94531,49326.2007,54745.53516,34326.54297,44216.78125,43569.46009,44743.25781,400945.6289,49336.1289,410097.8242,51325.00195,34689.58984,51934.00586,64246.00156,69984.92188,0,0,600961.9844,0,0,65374.74601,79954.25,6710000.273,91321.125,1100163.68,66465.23438,82349.32003,10010051.77
337.21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799004.3901,68728.96875,0,62676.10094,45979.51953,0,0,0,0,0,0,0,0
337.21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99005.49002
337.21588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337.21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337.21517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.18485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459.27977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.12549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.08074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.12822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.15416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
